engine_id,cylinder,n_cylinders,mV_0,mV_1,mV_2,mV_3,mV_4,mV_5,mV_6,mV_7,mV_8,mV_9,mV_10,mV_11,mV_12,mV_13,mV_14,mV_15,mV_16,mV_17,mV_18,mV_19,mV_20
train_0176,8,12,38.114,32.783,27.957,36.638,43.774,50.434,55.573,58.234,59.595,59.699,57.717,56.789,55.172,51.296,47.233,42.229,36.338,30.773,21.753,15.103,24.247
train_0176,9,12,34.238,26.499,30.854,37.818,44.061,49.347,52.867,55.081,56.379,56.453,54.215,53.007,50.417,46.593,,39.178,34.456,28.384,17.433,12.26,19.611
train_0176,10,12,39.707,30.254,23.913,35.11,41.791,47.932,43.844,43.965,40.007,35.545,36.243,37.222,37.894,32.402,28.419,30.225,31.101,22.982,,4.824,8.535
train_0176,11,12,35.838,27.798,30.83,37.299,,49.591,53.482,56.143,58.268,58.514,56.168,55.032,52.506,48.357,44.669,38.471,,27.385,15.82,16.156,20.148
train_0176,12,12,34.008,26.945,26.25,33.835,40.369,46.868,51.548,53.461,54.303,54.556,52.779,51.682,49.1,45.204,42.121,37.933,32.698,26.956,17.524,10.103,18.722
train_0177,1,8,27.525,19.557,26.34,33.09,39.924,45.036,47.62,49.803,51.289,,48.167,45.946,42.02,37.85,32.205,26.884,22.019,12.629,9.445,15.108,13.741
train_0177,2,8,26.321,29.405,40.817,51.733,54.02,49.554,43.515,40.098,38.385,36.882,35.914,34.955,33.08,32.667,34.813,,38.166,31.631,23.222,21.022,17.825
train_0177,3,8,36.477,26.761,29.559,38.38,46.485,52.951,56.33,,59.093,58.852,57.92,56.57,52.506,,43.331,37.066,30.849,20.07,12.268,20.337,20.461
train_0177,4,8,29.451,22.341,27.588,34.31,40.404,46.434,50.732,53.218,54.267,53.065,50.555,49.423,46.875,42.775,38.689,32.728,27.709,19.782,8.915,16.635,16.651
train_0177,5,8,33.695,26.84,26.562,33.809,40.489,46.569,50.346,52.492,53.82,53.481,51.896,49.992,45.788,41.683,37.793,32.068,25.468,14.501,9.391,,17.76
train_0177,6,8,27.483,19.616,27.055,34.424,41.661,47.453,50.217,51.704,52.422,50.747,49.02,47.056,43.601,40.496,36.278,30.384,24.086,13.939,8.57,16.557,
train_0177,7,8,32.786,25.487,25.787,34.342,41.993,48.103,51.048,52.29,53.362,53.021,,,46.885,42.66,38.08,32.074,26.592,16.729,9.262,16.685,16.457
train_0177,8,8,29.601,22.062,24.445,33.122,40.523,46.352,49.483,51.102,52.175,,50.094,49.059,46.221,42.162,37.921,31.409,25.131,15.589,,15.936,16.492
train_0178,1,12,35.681,27.229,,38.856,42.888,45.914,49.509,53.817,56.219,56.513,54.716,51.601,48.507,45.604,42.29,37.698,31.525,,17.677,14.676,24.174
train_0178,2,12,38.595,28.389,33.57,41.176,45.768,50.354,55.031,59.29,60.99,61.392,59.853,56.821,52.605,48.328,44.454,40.168,34.129,29.783,13.711,22.176,26.087
train_0178,3,12,32.725,26.344,27.382,35.523,39.702,43.554,47.541,51.648,53.484,53.897,53.285,51.2,47.752,43.676,39.853,35.624,29.654,24.17,13.813,14.275,21.9
train_0178,4,12,36.928,32.023,27.833,37.288,42.229,47.285,51.706,55.312,56.392,56.041,55.074,53.057,50.374,46.498,42.884,39.028,33.09,27.392,20.073,15.996,24.945
train_0178,5,12,36.811,34.314,28.198,38.835,43.736,47.983,52.092,55.905,57.533,57.911,57.337,54.612,50.819,46.914,43.946,40.604,34.758,29.001,18.381,17.538,23.78
train_0178,6,12,37.398,30.813,30.901,39.957,44.987,49.585,53.832,57.927,59.287,58.957,57.491,54.91,51.3,47.482,44.428,40.628,34.437,29.356,14.705,20.338,25.032
train_0178,7,12,35.65,23.946,34.645,40.753,,49.884,53.951,57.215,57.883,57.783,56.703,54.576,50.834,46.676,42.846,38.027,31.164,25.855,15.05,15.017,23.692
train_0178,8,12,36.215,24.936,35.73,41.544,45.543,48.953,52.852,56.913,58.104,57.893,56.607,54.047,50.03,46.014,43.057,39.547,33.848,28.791,21.11,13.933,22.803
train_0178,9,12,,27.436,38.25,43.706,47.641,50.934,54.165,57.574,59.531,60.559,59.491,57.176,53.49,48.901,44.55,,35.023,29.78,18.591,17.983,
train_0178,10,12,37.141,27.351,31.804,38.896,,46.796,50.593,54.423,56.017,56.243,54.62,52.022,49.171,45.575,42.124,38.457,32.953,27.84,19.104,14.85,
train_0178,11,12,39.569,28.621,36.042,43.508,48.169,52.198,56.021,59.774,61.764,62.967,61.692,58.865,55.21,51.217,47.134,,35.27,29.984,13.782,22.739,28.431
train_0178,12,12,32.086,21.82,29.145,34.984,38.51,42.023,46.275,,51.074,51.188,50.248,47.959,44.138,40.37,37.484,33.658,27.487,22.711,14.711,14.089,22.832
train_0179,1,12,25.202,19.525,20.986,28.669,36.68,43.058,48.075,51.333,52.547,52.459,47.509,40.663,33.775,28.578,25.204,23.296,24.427,,31.942,,30.76
train_0179,2,12,,21.125,22.791,,40.601,47.241,,,54.501,54.703,49.537,42.091,35.393,30.683,27.257,25.389,27.063,30.75,35.206,34.946,34.546
train_0179,3,12,13.266,11.794,23.917,33.884,,47.274,50.203,49.181,41.102,25.965,42.316,49.597,48.419,44.928,42.91,42.578,43.641,44.369,46.168,43.176,40.732
train_0179,4,12,26.537,22.003,25.626,34.417,42.377,48.33,52.896,55.178,55.531,55.234,50.086,43.111,36.473,31.46,28.352,26.807,28.096,31.096,35.261,34.897,33.27
train_0179,5,12,30.758,28.483,32.639,29.899,20.481,20.458,25.854,27.466,,19.861,13.84,3.082,2.303,2.767,2.143,1.388,1.067,3.064,9.122,6.474,2.697
train_0179,6,12,26.221,21.564,22.951,31.672,40.719,47.195,51.637,54.322,55.059,55.113,50.155,42.651,35.184,29.665,26.064,24.375,25.851,29.315,33.615,34.052,32.295
train_0179,7,12,,21.269,27.245,35.703,42.193,47.428,52.422,55.11,55.812,,48.905,41.598,35.171,30.594,27.432,25.069,25.936,,33.978,33.978,32.411
train_0179,8,12,29.961,24.094,26.631,35.858,44.69,51.497,56.877,59.875,60.456,60.703,56.396,49.643,42.522,36.306,31.482,28.889,29.804,33.092,37.344,39.304,38.607
train_0179,9,12,31.168,27.062,25.605,33.517,42.279,49.067,,58.641,60.224,60.623,55.822,48.27,40.438,34.441,30.501,28.163,29.07,32.277,36.963,37.749,37.78
train_0179,10,12,28.896,24.274,24.086,31.358,39.411,45.963,50.463,52.947,53.913,54.301,49.909,43.218,36.39,31.372,28.343,26.797,27.872,30.377,33.924,33.913,32.584
train_0179,11,12,14.399,11.683,23.43,34.135,44.184,50.334,53.809,51.806,42.283,26.498,42.43,49.745,48.586,45.252,43.31,42.961,43.849,,45.523,43.399,41.877
train_0179,12,12,29.584,26.063,24.818,32.029,40.123,46.726,52.103,56.041,57.568,57.549,52.534,45.474,38.955,34.089,30.412,,29.265,,37.632,38.39,37.799
train_0180,1,12,31.104,26.229,24.441,32.517,37.298,41.702,44.942,47.669,48.946,49.371,48.486,46.193,42.843,39.259,36.491,33.399,28.27,,13.211,,22.863
train_0180,2,12,31.408,26.235,25.593,33.612,37.577,41.769,45.639,48.777,49.932,49.968,49.183,47.167,44.391,40.954,38.036,34.667,29.603,24.772,19.584,12.566,22.34
train_0180,3,12,32.575,27.343,25.414,,38.76,41.966,45.622,49.682,51.27,50.771,49.962,48.357,46.316,42.92,39.104,34.839,29.45,24.155,20.77,9.848,
train_0180,4,12,31.414,22.583,27.742,35.709,39.641,42.189,44.731,47.898,49.883,51.253,50.669,48.108,44.477,40.57,37.351,33.647,27.446,22.093,12.66,13.206,21.055
train_0180,5,12,31.89,27.646,24.875,33.718,37.836,41.097,44.282,47.667,49.19,49.461,48.156,45.497,41.796,38.209,35.366,31.712,25.908,21.729,7.23,17.645,20.563
train_0180,6,12,36.54,,30.709,39.218,43.823,47.144,50.395,53.752,55.127,55.544,54.646,52.221,48.909,45.672,42.716,39.111,33.907,29.094,17.729,18.499,26.213
train_0180,7,12,33.184,28.585,26.2,35.155,39.427,44.088,48.277,51.128,51.721,51.89,50.778,48.732,46.034,42.675,37.902,32.111,26.299,22.836,8.755,20.778,23.676
train_0180,8,12,35.198,31.999,25.662,34.953,,43.653,47.586,51.747,54.28,55.247,54.401,51.438,47.834,43.779,40.325,36.659,31.117,26.251,17.483,17.496,24.548
train_0180,9,12,33.582,28.606,28.117,36.652,40.924,45.096,48.996,52.612,53.95,53.581,51.985,49.443,45.942,42.628,40.038,36.336,29.913,24.66,9.754,17.799,23.541
train_0180,10,12,30.491,28.312,22.719,31.762,35.939,39.371,42.301,45.514,47.936,49.204,48.758,46.558,43.37,39.669,36.618,33.346,28.147,23.371,11.149,15.67,20.739
train_0180,11,12,32.768,26.843,28.25,35.179,38.737,41.819,,48.091,48.934,49.019,47.893,45.883,42.78,,35.718,32.111,26.955,22.844,8.279,18.631,21.588
train_0180,12,12,,30.813,21.081,31.533,36.879,,44.089,48.056,50.702,51.16,50.016,47.325,44.381,40.95,37.448,33.5,27.942,23.67,10.832,17.612,20.204
train_0181,1,8,37.329,35.965,25.894,38.662,44.897,,55.365,60.011,63.063,64.469,63.994,60.857,56.82,52.862,49.732,45.439,37.761,,14.907,19.917,28.397
train_0181,2,8,40.723,39.116,26.776,39.893,46.597,51.988,56.705,61.764,65.265,67.173,67.136,,59.478,53.805,48.876,43.672,36.097,30.479,10.159,23.944,30.706
train_0181,3,8,40.64,40.819,27.895,40.793,48.149,54.43,59.327,63.228,64.946,65.781,65.804,63.434,59.147,54.383,50.375,45.096,36.739,30.722,10.281,26.923,31.392
train_0181,4,8,37.416,34.803,27.125,39.63,45.904,51.335,56.019,60.275,62.182,63.015,62.611,60.551,56.75,52.285,48.69,43.813,35.299,28.877,8.594,23.089,28.144
train_0181,5,8,36.626,30.295,27.825,37.083,42.377,47.05,51.635,56.315,58.396,59.296,57.955,,,,42.595,37.657,30.787,26.1,7.447,21.542,25.934
train_0181,6,8,25.328,40.729,27.745,38.591,42.848,47.5,46.198,50.286,49.309,44.537,45.786,44.492,42.108,37.376,33.719,33.476,29.65,,3.903,17.667,21.631
train_0181,7,8,41.448,40.826,27.54,40.425,47.384,53.642,59.024,63.39,65.338,65.83,65.834,64.389,,55.045,50.587,45.866,37.9,32.131,11.153,26.68,31.127
train_0181,8,8,36.961,35.393,25.374,36.668,41.638,46.133,50.807,55.54,58.375,59.451,59.501,57.308,53.834,49.126,,,34.111,27.859,18.596,15.587,26.728
train_0182,1,12,39.641,32.539,29.837,40.25,45.871,50.763,55.044,60.163,64.408,65.873,65.959,64.021,61.296,,53.13,49.69,45.118,37.532,31.254,15.522,19.095
train_0182,2,12,38.251,37.545,38.01,41.66,30.259,22.021,44.054,51.882,53.939,54.916,54.363,53.556,52.976,50.79,49.874,48.838,47.211,44.867,43.57,39.117,44.208
train_0182,3,12,40.025,37.587,28.302,40.759,47.038,52.273,56.783,61.337,64.509,65.601,65.652,63.048,59.66,55.619,51.74,47.203,40.552,32.87,27.744,11.044,23.979
train_0182,4,12,40.665,31.76,33.434,43.096,48.984,54.062,,62.776,64.61,65.659,65.274,62.206,58.381,54.48,51.144,47.134,40.699,33.316,26.937,12.998,25.155
train_0182,5,12,,34.334,35.205,,51.764,56.318,60.517,65.199,68.481,70.268,71.104,69.334,66.106,61.054,56.154,51.672,46.076,38.613,33.978,14.039,26.583
train_0182,6,12,41.668,41.707,43.873,40.523,48.235,54.541,58.442,62.118,61.108,50.196,59.238,68.014,70.814,67.656,64.402,61.951,58.281,51.654,44.735,19.992,33.927
train_0182,7,12,39.231,28.686,33.214,42.601,48.075,52.861,57.004,60.675,63.177,65.346,65.808,63.244,59.627,54.926,50.755,47.238,41.541,33.537,27.66,9.882,24.731
train_0182,8,12,41.498,40.119,29.656,41.319,46.378,50.715,55.355,60.848,65.192,66.435,66.854,65.439,62.747,58.218,53.652,49.822,44.908,37.4,32.168,12.802,26.729
train_0182,9,12,39.247,28.683,33.47,41.753,47.166,52.217,56.766,61.286,63.939,65.114,65.127,63.169,60.056,55.846,52.194,48.222,42.208,34.747,29.674,10.301,25.668
train_0182,10,12,41.106,27.603,36.722,45.245,51.39,56.788,61.559,65.698,67.326,67.8,67.168,64.792,61.621,57.147,52.648,48.123,,34.952,30.55,10.04,25.731
train_0182,11,12,41.204,33.067,,42.844,48.652,53.835,58.687,63.52,66.327,67.671,67.824,65.18,61.294,56.702,53.007,49.447,43.927,36.756,31.483,13.508,28.792
train_0182,12,12,39.726,34.064,31.417,42.002,47.495,52.332,56.598,60.868,63.298,64.082,64.323,62.728,,55.68,51.532,48.037,43.204,,31.691,11.947,27.219
train_0183,1,8,,35.119,27.238,32.271,40.557,47.38,48.183,50.41,49.272,,45.334,44.555,42.697,38.283,34.849,32.205,30.227,21.371,11.892,,16.721
train_0183,2,8,40.626,35.147,28.47,35.975,42.569,50.004,55.757,58.321,59.86,60.597,58.942,57.787,53.733,47.986,43.663,38.03,32.953,23.678,15.763,24.024,22.872
train_0183,3,8,44.219,39.311,29.162,36.162,44.714,52.994,58.644,61.388,63.404,64.793,63.455,62.639,58.823,53.073,48.074,41.114,34.627,23.156,16.683,24.837,25.4
train_0183,4,8,35.8,32.307,23.717,29.775,36.539,43.89,49.165,51.222,52.288,52.395,50.268,48.989,45.821,41.97,38.15,32.329,25.895,14.847,13.019,19.098,18.276
train_0183,5,8,40.187,38.484,30.651,31.512,39.969,47.977,54.52,57.896,59.926,60.963,59.064,57.188,53.562,48.73,45.734,39.98,34.461,25.392,14.706,23.709,24.445
train_0183,6,8,42.867,36.201,29.187,37.882,46.519,54.438,59.537,61.797,62.846,63.629,62.637,61.481,56.94,51.146,47.27,41.05,35.754,27.054,15.31,24.139,
train_0183,7,8,36.607,31.778,25.186,33.128,39.726,46.616,51.904,55.024,56.92,,54.594,,49.929,46.336,42.015,35.235,28.058,16.784,14.601,20.923,20.68
train_0183,8,8,38.982,33.477,,,43.494,51.01,55.424,55.997,53.716,42.961,49.329,60.314,62.241,58.766,55.895,51.555,46.316,36.575,28.419,33.724,33.248
train_0184,1,8,37.041,36.712,18.72,9.248,16.044,18.315,26.21,28.714,,21.819,20.399,15.712,13.18,10.754,10.06,8.246,4.628,1.911,1.844,1.429,1
train_0184,2,8,40.05,38.169,29.089,29.095,39.118,47.765,54.967,59.191,62.045,64.015,63.355,61.522,58.5,52.702,47.767,42.083,35.908,27.019,11.213,12.386,17.932
train_0184,3,8,42.97,38.766,28.492,32.331,41.492,49.911,56.472,59.528,61.066,62.025,,59.713,57.704,53.204,49.169,42.993,36.769,28.574,14.119,16.414,20.779
train_0184,4,8,44.943,40.314,29.904,36.172,45.356,54.649,62.296,,66.855,67.257,65.822,64.611,61.716,56.774,52.964,46.609,39.699,,16.009,17.818,23.949
train_0184,5,8,44.053,37.957,27.949,36.146,,53.095,,63.81,66.329,67.536,65.401,63.427,60.279,55.109,50.289,43.173,36.203,28.661,15.341,14.173,21.716
train_0184,6,8,38.92,38.075,19.989,9.233,14.636,16.02,24.27,27.698,24.048,20.91,19.819,15.018,12.998,11.202,10.213,8.093,4.172,1.078,1.013,1,1.31
train_0184,7,8,42.089,38.472,,32.42,41.185,,55.913,60.691,,65.223,64.852,62.651,60.84,56.352,50.774,,39.565,33.43,23.58,12.331,23.156
train_0184,8,8,40.942,38.413,29.439,29.168,38.823,47.47,55.652,61.198,64.02,64.934,63.822,61.512,59.42,54.639,49.178,,36.518,29.635,17.48,10.625,19.735
train_0185,1,8,45.717,41.187,30.897,37.625,45.774,53.969,60.988,,67.412,68.164,66.418,65.53,63.055,57.929,53.414,46.697,40.193,31.372,16.368,18.751,24.034
train_0185,2,8,47.737,41.049,33.689,43.674,51.884,59.7,,68.879,71.093,71.32,67.94,65.561,61.522,56.641,52.692,44.996,38.042,27.457,14.978,25.49,25.828
train_0185,3,8,38.72,33.978,25.048,32.805,40.354,48.495,55.116,58.007,59.28,59.904,58.365,57.918,55.086,50.029,45.601,37.897,31.558,23.071,10.558,19.356,19.775
train_0185,4,8,42.9,35.692,28.247,37.455,45.708,53.728,59.36,62.251,64.549,65.802,63.653,62.109,58.238,52.561,48.665,42.397,36.643,27.829,13.972,20,22.77
train_0185,5,8,44.298,37.438,25.47,26.899,,48.838,54.888,56.291,56.077,55.632,54.68,53.67,50.185,44.948,43.008,36.877,31.374,24.501,13.232,19.331,17.878
train_0185,6,8,41.251,37.782,28.502,35.466,44.16,,58.409,61.486,63.47,64.635,62.977,61.282,58.404,53.42,49.051,42.67,36.365,28.86,15.707,16.792,23.494
train_0185,7,8,43.203,37.389,27.197,35.579,43.926,52.016,58.09,61.199,63.138,63.572,60.595,58.846,55.69,50.703,46.564,39.213,32.825,23.8,10.999,20.674,19.939
train_0185,8,8,40.208,,28.017,37.747,46.255,53.899,59.014,61.433,62.554,62.683,60.386,59.05,55.573,50.811,46.834,39.023,32.298,23.592,10.453,17.87,19.096
train_0186,1,8,42.896,,,36.365,44.518,53.107,,64.057,67.545,69.494,67.262,65.985,62.93,57.496,53.021,45.08,37.964,28.223,13.077,21.827,23.759
train_0186,2,8,45.468,40.492,28.734,37.398,47.985,57.772,64.842,68.892,71.783,73.01,70.656,69.337,65.115,59.291,53.594,45.152,36.775,21.59,16.952,27.338,27.724
train_0186,3,8,44.817,38.245,28.895,39.298,48.975,58.48,65.542,69.665,72.847,,71.564,70.248,66.662,61.027,55.655,46.57,38.341,25.277,13.189,25.578,25.833
train_0186,4,8,40.896,38.693,29.607,32.847,42.148,51.114,58.489,,64.344,65.712,64.653,65.042,62.057,55.582,50.062,41.841,34.791,22.873,12.927,,23.399
train_0186,5,8,46.147,42.6,32.087,39.623,49.028,58.492,66.247,70.776,73.997,75.26,72.703,71.766,67.801,61.242,54.605,45.336,37.101,22.837,17.879,27.392,27.026
train_0186,6,8,45,41.612,30.053,34.515,,54.394,63.163,68.845,72.566,73.89,70.82,,66.062,60.843,56.253,47.159,38.929,26.528,12.965,25.652,25.167
train_0186,7,8,39.377,35.2,25.707,,43.229,52.623,59.711,62.919,64.545,65.19,63.105,62.353,59.201,54.048,50.079,42.745,36.019,24.905,12.608,23.659,24.25
train_0186,8,8,44.063,39.133,28.154,35.344,44.807,54.872,61.994,64.858,66.779,68.099,66.328,65.883,63.409,58.242,53.567,45.092,37.956,28.028,13.483,25.185,25.756
train_0187,1,8,36.112,29.251,,39.563,51.406,56.634,60.356,63.779,61.161,54.382,62.389,66.864,65.916,61.677,57.235,52.509,45.777,40.25,18.847,33.931,37.212
train_0187,2,8,43.729,36.515,34.824,45.344,51.533,56.784,61.077,65.047,66.896,,66.752,64.77,61.371,56.385,50.787,45.571,39.453,34.821,13.704,28.151,33.94
train_0187,3,8,42.038,31.413,36.391,46.755,,59.074,63.835,68.028,69.83,70.51,68.045,64.14,59.092,54.346,49.82,43.549,35.635,30.555,14.2,30.37,33.158
train_0187,4,8,42.72,33.092,34.698,45.421,52.218,58.033,63.097,67.993,70.279,71.21,69.529,65.896,60.221,55.22,51.353,45.661,37.336,31.505,12.811,30.218,34.639
train_0187,5,8,40.335,35.214,,41.363,46.833,,55.627,60.46,63.2,64.443,63.676,60.932,56.534,52.126,48.27,43.212,35.65,30.466,,26.045,30.838
train_0187,6,8,38.647,38.03,27.543,40.123,46.823,52.127,56.262,60.937,64.176,65.76,64.522,60.901,55.868,50.973,47.039,42.03,34.829,30.176,12.545,27.609,29.609
train_0187,7,8,38.074,,28.982,38.11,45.915,50.725,50.242,51.926,51.102,48.197,48.97,47.218,45.144,40.05,35.305,34.384,30.817,24.655,5.117,19.172,21.651
train_0187,8,8,42.865,38.806,30.761,43.254,49.68,54.822,59.202,64.271,67.643,68.873,68.044,65.485,61.961,57.651,53.814,48.827,40.278,33.37,15.854,24.386,32.097
train_0188,1,8,36.894,35.682,26.996,,,51.353,55.558,58.507,60.889,61.925,61.24,60.019,55.925,49.57,40.66,30.343,,34.948,38.187,,38.536
train_0188,2,8,41.741,38.839,28.96,33.143,,55.134,59.305,62.567,65.641,67.742,67.562,66.142,61.438,54.904,45.538,33.427,32.695,36.907,42.238,42.71,42.137
train_0188,3,8,44.505,41.855,30.336,37.858,51.375,56.579,60.664,64.135,67.248,69.45,69.496,68.385,64.151,58.112,49.901,38.006,32.383,36.351,42.889,44.64,43.92
train_0188,4,8,42.128,39.606,29.882,34.377,,54.113,58.047,60.996,63.774,65.399,65.114,64.291,60.558,54.656,45.425,33.344,32.467,36.395,,40.302,39.394
train_0188,5,8,40.018,38.371,28.65,36.256,49.428,54.126,56.952,59.327,61.977,63.691,63.653,62.081,57.689,51.627,42.181,30.852,,36.611,40.084,39.374,38.466
train_0188,6,8,39.183,37.336,26.585,34.701,46.241,,56.377,59.508,62.161,63.812,,61.214,57.365,53.005,45.375,33.697,31.537,35.095,40.237,40.592,40.058
train_0188,7,8,42.564,,25.022,27.018,43.259,50.376,,55.608,56.514,57.028,57.248,55.814,51.48,45.964,39.88,30.68,28.767,33.737,39.888,38.594,36.092
train_0188,8,8,44.525,41.48,28.967,40.791,52.941,59.09,63.32,66.194,68.878,70.036,69.058,66.611,61.792,55.789,46.456,34.517,35.598,40.478,45.206,45.052,44.325
train_0189,1,12,29.214,28.689,23.655,21.783,35.388,39.271,40.997,43.029,45.363,47.271,47.484,46.648,43.492,39.26,33.794,25.897,,25.005,28.676,29.379,28.733
train_0189,2,12,35.08,35.837,33.363,23.777,35.578,42.489,45.62,48.623,51.703,54.382,54.674,53.812,,46.013,39.506,29.753,26.051,28.999,,33.851,32.411
train_0189,3,12,,34.463,31.68,23.047,36.303,,45.751,48.711,51.637,54.359,54.694,53.839,50.73,45.82,38.687,29.209,28.251,30.919,33.953,33.483,32.854
train_0189,4,12,31.626,31.255,26.177,21.312,36.369,42.109,45.714,48.424,50.937,53.346,53.593,52.525,49.534,45.086,38.729,,24.842,27.23,31.581,32.284,31.976
train_0189,5,12,32.886,32.988,30.59,22.133,34.513,41.156,44.788,47.339,49.474,51.638,52.049,51.217,47.934,42.922,36.226,27.149,,28.941,33.012,,34.056
train_0189,6,12,29.661,29.519,26.412,18.082,31.985,38.911,42.593,45.003,46.97,48.548,48.402,47.7,44.766,40.414,34.174,24.77,23.485,27.031,31.079,30.638,29.46
train_0189,7,12,34.187,33.578,29.331,22.043,36.98,42.252,44.982,47.441,50.357,53.399,53.697,52.349,48.683,43.815,36.889,26.538,24.649,28.937,33.516,32.642,31.205
train_0189,8,12,35.292,34.588,30.038,23.484,38.333,43.742,46.91,49.34,51.581,53.629,53.64,52.616,49.917,46.124,40.204,30.578,26.161,29.122,33.935,34.75,34.134
train_0189,9,12,33.901,34.253,31.763,22.167,35.757,43.944,48.172,,52.62,53.894,53.86,,50.076,44.886,37.663,28.143,28.004,30.907,33.951,,
train_0189,10,12,33.061,32.661,29.447,22.248,,40.962,43.795,45.789,47.615,49.526,50.055,49.567,47.525,43.65,37.98,29.508,23.612,25.82,30.032,31.853,31.706
train_0189,11,12,32.636,31.579,25.401,21.292,,41.274,44.419,46.944,49.405,51.335,51.022,49.589,46.389,42.348,36.566,27.933,25.466,28.103,31.437,31.028,30.415
train_0189,12,12,28.203,27.339,24.595,16.929,,35.593,39.069,,44.875,46.335,,44.156,41.201,37.259,31.638,23.262,,24.917,27.528,26.885,25.954
train_0190,1,8,35.549,34.837,25.756,36.099,,51.09,54.108,56.671,59.341,61.019,60.856,60.155,57.02,51.765,43.998,33.638,29.335,32.059,36.798,38.458,38.942
train_0190,2,8,,26.531,,36.694,41.894,45.111,47.268,49.227,51.609,52.932,53.271,52.091,48.427,42.99,35.073,26.076,26.996,30.108,33.507,33.36,
train_0190,3,8,31.47,29.802,21.663,32.741,41.029,44.939,47.826,50.097,52.468,54.02,,52.329,49.259,45.476,39.531,30.178,26.824,,34.618,35.047,34.209
train_0190,4,8,36.173,33.485,24.495,38.425,46.792,51.344,54.639,56.772,58.88,,60.284,58.807,55.165,50.463,42.597,31.471,29.875,32.5,37.167,37.786,37.231
train_0190,5,8,31.979,28.628,21.217,33.498,39.908,43.311,46.74,50.178,53.267,55.086,55.035,53.867,50.623,46.387,40.189,30.915,25.784,28.106,31.993,33.932,33.802
train_0190,6,8,37.094,,25.129,40.053,46.695,50.298,52.791,54.851,57.662,59.527,59.736,58.34,54.294,48.681,40.395,30.09,30.259,33.878,38.296,38.082,37.13
train_0190,7,8,32.588,27.507,21.389,36.016,42.002,,49.256,52.296,55.236,56.446,55.299,52.863,48.986,44.086,36.606,26.812,25.646,28.985,33.91,34.319,33.141
train_0190,8,8,37.551,33.24,25.522,41.153,47.661,51.099,54.278,57.58,60.815,61.784,60.537,58.142,54.156,48.398,39.394,28.989,30.161,34.163,38.166,38.306,38.628
train_0191,1,12,37.862,31.782,26.426,41.934,47.79,52.038,,57.421,58.635,58.455,57.223,,51.874,47.271,,29.631,,32.531,36.024,35.393,34.698
train_0191,2,12,44.461,38.025,30.927,48.413,55.303,59.225,62.115,64.354,66.464,67.06,66.35,64.578,59.944,53.855,45.541,34.44,32.476,35.594,40.855,41.717,40.952
train_0191,3,12,44.558,38.772,31.119,47.349,53.69,57.742,60.768,63.511,66.635,67.359,65.421,61.533,56.742,,42.914,34.059,35.676,39.353,41.869,41.406,41.077
train_0191,4,12,37.527,30.652,28.899,44.004,49.097,52.284,55.077,57.634,59.578,59.515,58.566,56.837,53.122,47.858,40.001,30.474,30.407,32.788,35.959,35.393,34.411
train_0191,5,12,43.254,35.926,30.742,47.554,53.596,56.901,59.465,61.71,63.767,64.548,64.148,61.978,57.34,,41.462,31.224,32.4,36.834,41.576,41.561,40.459
train_0191,6,12,44.645,34.504,36.477,51.831,56.861,60.241,63.447,66.37,68.507,68.547,67.58,64.606,59.678,53.06,,32.76,33.832,37.5,41.785,42.418,42.521
train_0191,7,12,36.34,34.738,24.693,36.195,46.909,51.607,54.359,56.323,58.676,59.762,58.789,56.684,52.28,46.627,38.283,,28.157,32.149,36.017,35.034,33.267
train_0191,8,12,34.139,27.79,16.108,41.851,53.695,56.57,57.718,53.416,52.097,45.074,59.194,65.905,65.041,60.275,52.051,42.377,42.571,43.71,45.773,45.063,
train_0191,9,12,40.751,33.395,27.285,45.375,51.821,55.438,58.455,61.125,63.324,63.162,61.527,58.268,53.529,47.34,37.687,29.477,31.688,35.448,38.158,38.572,38.146
train_0191,10,12,36.812,30.46,20.098,43.33,53.269,56.823,58.936,57.018,57.024,51.788,60.794,64.151,62.086,57.404,49.748,40.066,40.124,42.199,44.844,43.167,41.406
train_0191,11,12,41.206,31.574,,48.41,54.008,57.662,59.884,61.762,64.137,64.814,,62.161,58.146,51.943,42.743,32.425,32.885,35.906,39.576,38.778,37.639
train_0191,12,12,44.927,40.549,31.228,48.239,56.252,60.695,63.89,66.569,69.363,70.247,69.477,67.07,61.584,54.517,,34.539,36.333,40.964,45.078,44.144,42.566
train_0192,1,8,46.54,43.234,33.327,33.741,43.286,52.146,59.526,63.372,65.362,66.503,65.334,,62.287,57.059,52.664,46.033,39.671,30.056,14.775,22.511,24.533
train_0192,2,8,43.823,38.304,27.27,35.187,44.365,53.849,61.113,64.79,67.277,,66.284,65.265,62.659,57.593,52.961,44.704,37.676,27.907,12.306,20.582,22.226
train_0192,3,8,43.754,39.673,29.548,33.874,43.26,52.415,60.206,64.084,65.838,66.596,64.832,63.422,60.152,54.727,50.552,43.51,37.067,27.537,12.388,20.824,23.053
train_0192,4,8,45.007,42.76,33.519,35.581,45.575,54.896,62.439,66.223,68.284,69.093,66.583,65.054,61.663,56.382,52.197,44.538,37.681,26.392,15.72,26.25,27.25
train_0192,5,8,42.784,40.033,30.563,32.194,41.748,50.297,57.378,61.125,63.301,64.744,63.457,62.622,59.594,54.393,50.531,43.346,36.512,25.418,12.762,22.945,22.975
